ID_Pesanan,Tanggal,Produk,Kategori,Jumlah,Harga_Satuan,Total_Penjualan
TRX0717,2026-01-26,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0718,2026-03-09,Es Teh,Minuman,4.0,Rp5.000,Rp20.000
TRX0719,2026-02-14,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0720,2026-04-13,Nasi Goreng,Makanan,4.0,Rp18.000,Rp72.000
TRX0721,2026-01-13,Es Jeruk,Lain-lain,3.0,Rp7.000,Rp21.000
TRX0722,2026-03-28,Sate Ayam,Lain-lain,3.0,Rp25.000,Rp75.000
TRX0723,2026-01-26,Bakso,Lain-lain,2.0,Rp17.000,Rp34.000
TRX0724,2026-03-24,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0725,2026-04-24,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0726,2026-04-06,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0727,2026-03-21,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRX0728,2026-01-08,Ayam Geprek,Lain-lain,2.0,Rp22.000,Rp44.000
TRX0729,2026-03-05,Nasi Goreng,Makanan,4.0,Rp18.000,Rp72.000
TRX0730,2026-02-20,Sate Ayam,Lain-lain,3.0,Rp25.000,Rp75.000
TRX0731,2026-04-12,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0732,2026-05-06,Burger,Lain-lain,4.0,Rp28.000,Rp112.000
TRX0733,2026-03-31,Seblak,Lain-lain,2.0,Rp14.000,Rp28.000
TRX0734,2026-03-14,Nasi Goreng,Makanan,4.0,Rp18.000,Rp72.000
TRX0735,2026-02-24,Bakso,Lain-lain,2.0,Rp17.000,Rp34.000
TRX0736,2026-04-15,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0737,2026-02-03,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0738,2026-03-06,Burger,Lain-lain,3.0,Rp28.000,Rp84.000
TRX0739,2026-04-07,Seblak,Lain-lain,4.0,Rp14.000,Rp56.000
TRX0740,2026-04-30,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0741,2026-01-27,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0742,2026-03-14,Sate Ayam,Lain-lain,1.0,Rp25.000,Rp25.000
TRX0743,2026-03-28,Sate Ayam,Lain-lain,3.0,Rp25.000,Rp75.000
TRX0744,2026-03-18,Bakso,Lain-lain,2.0,Rp17.000,Rp34.000
TRX0745,2026-04-14,Seblak,Lain-lain,2.0,Rp14.000,Rp28.000
TRX0746,2026-03-17,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0747,2026-01-10,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0748,2026-02-26,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRX0749,2026-03-18,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0750,2026-01-25,Es Jeruk,Lain-lain,2.0,Rp7.000,Rp14.000
TRX0751,2026-02-16,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0752,2026-02-27,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0753,2026-03-08,Burger,Lain-lain,3.0,Rp28.000,Rp84.000
TRX0754,2026-05-01,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0755,2026-02-19,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0756,2026-03-18,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0757,2026-02-21,Seblak,Lain-lain,4.0,Rp14.000,Rp56.000
TRX0758,2026-03-22,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0759,2026-02-15,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0760,2026-03-12,Bakso,Lain-lain,2.0,Rp17.000,Rp34.000
TRX0761,2026-01-23,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0762,2026-04-14,Es Teh,Minuman,4.0,Rp5.000,Rp20.000
TRX0763,2026-01-10,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0764,2026-03-24,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0765,2026-03-05,Bakso,Lain-lain,3.0,Rp17.000,Rp51.000
TRX0766,2026-01-27,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0767,2026-01-17,Nasi Goreng,Makanan,3.0,Rp18.000,Rp54.000
TRX0768,2026-05-14,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0769,2026-02-04,Seblak,Lain-lain,4.0,Rp14.000,Rp56.000
TRX0770,2026-02-12,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0771,2026-02-03,Bakso,Lain-lain,1.0,Rp17.000,Rp17.000
TRX0772,2026-04-04,Nasi Goreng,Makanan,4.0,Rp18.000,Rp72.000
TRX0773,2026-01-13,Burger,Lain-lain,1.0,Rp28.000,Rp28.000
TRX0774,2026-01-13,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0775,2026-02-01,Kopi Susu,Minuman,3.0,Rp18.000,Rp54.000
TRX0776,2026-02-22,Nasi Goreng,Makanan,3.0,Rp18.000,Rp54.000
TRX0777,2026-05-14,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0778,2026-01-27,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0779,2026-01-30,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0780,2026-02-21,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0781,2026-04-15,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0782,2026-05-08,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0783,2026-01-01,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0784,2026-05-07,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0785,2026-03-07,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0786,2026-04-29,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0787,2026-03-16,Seblak,Lain-lain,3.0,Rp14.000,Rp42.000
TRX0788,2026-01-25,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0789,2026-03-26,Seblak,Lain-lain,4.0,Rp14.000,Rp56.000
TRX0790,2026-04-06,Seblak,Lain-lain,2.0,Rp14.000,Rp28.000
TRX0791,2026-04-13,Es Jeruk,Lain-lain,3.0,Rp7.000,Rp21.000
TRX0792,2026-04-18,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0793,2026-02-10,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0794,2026-04-23,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0795,2026-01-08,Ayam Geprek,Lain-lain,4.0,Rp22.000,Rp88.000
TRX0796,2026-04-16,Es Jeruk,Lain-lain,1.0,Rp7.000,Rp7.000
TRX0797,2026-03-22,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0798,2026-05-13,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0799,2026-03-05,Es Jeruk,Lain-lain,3.0,Rp7.000,Rp21.000
TRX0800,2026-01-14,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0801,2026-02-12,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0802,2026-03-26,Sate Ayam,Lain-lain,1.0,Rp25.000,Rp25.000
TRX0803,2026-04-07,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0804,2026-04-24,Burger,Lain-lain,4.0,Rp28.000,Rp112.000
TRX0805,2026-04-25,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0806,2026-01-27,Es Teh,Minuman,4.0,Rp5.000,Rp20.000
TRX0807,2026-05-21,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0808,2026-02-22,Es Jeruk,Lain-lain,3.0,Rp7.000,Rp21.000
TRX0809,2026-02-27,Es Jeruk,Lain-lain,3.0,Rp7.000,Rp21.000
TRX0810,2026-04-26,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0811,2026-03-29,Seblak,Lain-lain,3.0,Rp14.000,Rp42.000
TRX0812,2026-01-12,Ayam Geprek,Lain-lain,4.0,Rp22.000,Rp88.000
TRX0813,2026-01-28,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0814,2026-01-31,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0815,2026-03-28,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0816,2026-02-01,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0817,2026-01-02,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0818,2026-05-04,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0819,2026-01-27,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0820,2026-04-09,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0821,2026-04-12,Seblak,Lain-lain,3.0,Rp14.000,Rp42.000
TRX0822,2026-02-05,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0823,2026-03-22,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0824,2026-03-16,Seblak,Lain-lain,2.0,Rp14.000,Rp28.000
TRX0825,2026-05-19,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0826,2026-05-03,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0827,2026-03-15,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0828,2026-04-08,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0829,2026-03-10,Ayam Geprek,Lain-lain,3.0,Rp22.000,Rp66.000
TRX0830,2026-01-16,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0831,2026-04-26,Mie Ayam,Makanan,5.0,Rp15.000,Rp75.000
TRX0832,2026-04-10,Bakso,Lain-lain,5.0,Rp17.000,Rp85.000
TRX0833,2026-04-08,Es Teh,Minuman,4.0,Rp5.000,Rp20.000
TRX0834,2026-01-14,Nasi Goreng,Makanan,3.0,Rp18.000,Rp54.000
TRX0835,2026-04-24,Bakso,Lain-lain,3.0,Rp17.000,Rp51.000
TRX0836,2026-03-17,Es Jeruk,Lain-lain,2.0,Rp7.000,Rp14.000
TRX0837,2026-02-14,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0838,2026-04-20,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0839,2026-02-11,Burger,Lain-lain,3.0,Rp28.000,Rp84.000
TRX0840,2026-04-30,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0841,2026-01-14,Burger,Lain-lain,3.0,Rp28.000,Rp84.000
TRX0842,2026-05-21,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0843,2026-02-26,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0844,2026-02-10,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0845,2026-03-31,Bakso,Lain-lain,2.0,Rp17.000,Rp34.000
TRX0846,2026-04-03,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0847,2026-01-03,Mie Ayam,Makanan,3.0,Rp15.000,Rp45.000
TRX0848,2026-03-04,Nasi Goreng,Makanan,3.0,Rp18.000,Rp54.000
TRX0849,2026-04-09,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0850,2026-05-13,Seblak,Lain-lain,5.0,Rp14.000,Rp70.000
TRX0851,2026-01-12,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0852,2026-01-22,Mie Ayam,Makanan,2.0,Rp15.000,Rp30.000
TRX0853,2026-02-23,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0854,2026-05-18,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0855,2026-04-28,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0856,2026-01-14,Ayam Geprek,Lain-lain,3.0,Rp22.000,Rp66.000
TRX0857,2026-02-28,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0858,2026-04-14,Es Teh,Minuman,3.0,Rp5.000,Rp15.000
TRX0859,2026-01-31,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0860,2026-01-12,Mie Ayam,Makanan,3.0,Rp15.000,Rp45.000
TRX0861,2026-03-19,Burger,Lain-lain,1.0,Rp28.000,Rp28.000
TRX0862,2026-04-08,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0863,2026-05-17,Bakso,Lain-lain,2.0,Rp17.000,Rp34.000
TRX0864,2026-03-17,Ayam Geprek,Lain-lain,3.0,Rp22.000,Rp66.000
TRX0865,2026-02-06,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0866,2026-04-11,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0867,2026-02-23,Seblak,Lain-lain,2.0,Rp14.000,Rp28.000
TRX0868,2026-02-06,Ayam Geprek,Lain-lain,2.0,Rp22.000,Rp44.000
TRX0869,2026-03-06,Bakso,Lain-lain,1.0,Rp17.000,Rp17.000
TRX0870,2026-01-14,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRX0871,2026-01-18,Sate Ayam,Lain-lain,1.0,Rp25.000,Rp25.000
TRX0872,2026-05-05,Seblak,Lain-lain,3.0,Rp14.000,Rp42.000
TRX0873,2026-01-26,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0874,2026-03-23,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0875,2026-03-20,Burger,Lain-lain,2.0,Rp28.000,Rp56.000
TRX0876,2026-04-20,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0877,2026-02-26,Es Teh,Minuman,3.0,Rp5.000,Rp15.000
TRX0878,2026-03-26,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0879,2026-03-20,Es Jeruk,Lain-lain,5.0,Rp7.000,Rp35.000
TRX0880,2026-01-21,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0881,2026-01-20,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0882,2026-04-14,Burger,Lain-lain,2.0,Rp28.000,Rp56.000
TRX0883,2026-03-08,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0884,2026-04-04,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0885,2026-04-29,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0886,2026-04-04,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0887,2026-02-12,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0888,2026-02-15,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0889,2026-04-02,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0890,2026-01-17,Sate Ayam,Lain-lain,3.0,Rp25.000,Rp75.000
TRX0891,2026-02-22,Kopi Susu,Minuman,3.0,Rp18.000,Rp54.000
TRX0892,2026-04-27,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0893,2026-05-14,Sate Ayam,Lain-lain,3.0,Rp25.000,Rp75.000
TRX0894,2026-04-07,Seblak,Lain-lain,5.0,Rp14.000,Rp70.000
TRX0895,2026-03-06,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0896,2026-03-30,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0897,2026-02-05,Es Jeruk,Lain-lain,2.0,Rp7.000,Rp14.000
TRX0898,2026-05-12,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0899,2026-02-10,Seblak,Lain-lain,5.0,Rp14.000,Rp70.000
TRX0900,2026-04-17,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0901,2026-05-03,Bakso,Lain-lain,5.0,Rp17.000,Rp85.000
TRX0902,2026-01-06,Bakso,Lain-lain,1.0,Rp17.000,Rp17.000
TRX0903,2026-02-11,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0904,2026-02-07,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0905,2026-05-13,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0906,2026-01-22,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0907,2026-02-13,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0908,2026-02-16,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0909,2026-03-29,Es Jeruk,Lain-lain,5.0,Rp7.000,Rp35.000
TRX0910,2026-04-07,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0911,2026-02-21,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0912,2026-01-25,Ayam Geprek,Lain-lain,4.0,Rp22.000,Rp88.000
TRX0913,2026-05-09,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0914,2026-05-19,Nasi Goreng,Makanan,4.0,Rp18.000,Rp72.000
TRX0915,2026-01-12,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRX0916,2026-04-08,Seblak,Lain-lain,5.0,Rp14.000,Rp70.000
TRX0917,2026-02-04,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0918,2026-03-14,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0919,2026-02-18,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0920,2026-01-02,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0921,2026-04-03,Mie Ayam,Makanan,2.0,Rp15.000,Rp30.000
TRX0922,2026-03-06,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0923,2026-04-04,Burger,Lain-lain,3.0,Rp28.000,Rp84.000
TRX0924,2026-04-16,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0925,2026-04-05,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0926,2026-03-20,Burger,Lain-lain,3.0,Rp28.000,Rp84.000
TRX0927,2026-01-31,Bakso,Lain-lain,4.0,Rp17.000,Rp68.000
TRX0928,2026-02-24,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRX0929,2026-01-14,Ayam Geprek,Lain-lain,4.0,Rp22.000,Rp88.000
TRX0930,2026-02-07,Es Jeruk,Lain-lain,5.0,Rp7.000,Rp35.000
TRX0931,2026-01-17,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0932,2026-01-10,Es Teh,Minuman,4.0,Rp5.000,Rp20.000
TRX0933,2026-01-15,Ayam Geprek,Lain-lain,4.0,Rp22.000,Rp88.000
TRX0934,2026-02-21,Kopi Susu,Minuman,3.0,Rp18.000,Rp54.000
TRX0935,2026-05-11,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0936,2026-04-03,Bakso,Lain-lain,1.0,Rp17.000,Rp17.000
TRX0937,2026-03-12,Es Teh,Minuman,3.0,Rp5.000,Rp15.000
TRX0938,2026-02-21,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0939,2026-05-21,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0940,2026-03-12,Bakso,Lain-lain,5.0,Rp17.000,Rp85.000
TRX0941,2026-04-14,Burger,Lain-lain,1.0,Rp28.000,Rp28.000
TRX0942,2026-04-15,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0943,2026-03-17,Seblak,Lain-lain,1.0,Rp14.000,Rp14.000
TRX0944,2026-03-06,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0945,2026-03-28,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0946,2026-01-30,Sate Ayam,Lain-lain,1.0,Rp25.000,Rp25.000
TRX0947,2026-02-28,Seblak,Lain-lain,4.0,Rp14.000,Rp56.000
TRX0948,2026-05-18,Nasi Goreng,Makanan,3.0,Rp18.000,Rp54.000
TRX0949,2026-01-24,Es Teh,Minuman,3.0,Rp5.000,Rp15.000
TRX0950,2026-02-15,Es Jeruk,Lain-lain,3.0,Rp7.000,Rp21.000
TRX0951,2026-03-10,Ayam Geprek,Lain-lain,2.0,Rp22.000,Rp44.000
TRX0952,2026-03-02,Bakso,Lain-lain,3.0,Rp17.000,Rp51.000
TRX0953,2026-02-21,Bakso,Lain-lain,5.0,Rp17.000,Rp85.000
TRX0954,2026-01-28,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0955,2026-01-02,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0956,2026-03-22,Es Jeruk,Lain-lain,5.0,Rp7.000,Rp35.000
TRX0957,2026-02-16,Kopi Susu,Minuman,3.0,Rp18.000,Rp54.000
TRX0958,2026-02-02,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0959,2026-05-19,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX0960,2026-02-14,Es Jeruk,Lain-lain,1.0,Rp7.000,Rp7.000
TRX0961,2026-01-03,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0962,2026-01-26,Seblak,Lain-lain,3.0,Rp14.000,Rp42.000
TRX0963,2026-05-21,Sate Ayam,Lain-lain,2.0,Rp25.000,Rp50.000
TRX0964,2026-03-29,Seblak,Lain-lain,2.0,Rp14.000,Rp28.000
TRX0965,2026-02-23,Es Teh,Minuman,3.0,Rp5.000,Rp15.000
TRX0966,2026-03-13,Es Jeruk,Lain-lain,2.0,Rp7.000,Rp14.000
TRX0967,2026-02-28,Mie Ayam,Makanan,3.0,Rp15.000,Rp45.000
TRX0968,2026-04-21,Es Teh,Minuman,2.0,Rp5.000,Rp10.000
TRX0969,2026-05-02,Nasi Goreng,Makanan,2.0,Rp18.000,Rp36.000
TRX0970,2026-02-04,Kopi Susu,Minuman,5.0,Rp18.000,Rp90.000
TRX0971,2026-03-18,Sate Ayam,Lain-lain,5.0,Rp25.000,Rp125.000
TRX0972,2026-01-26,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0973,2026-05-02,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0974,2026-04-03,Seblak,Lain-lain,5.0,Rp14.000,Rp70.000
TRX0975,2026-01-06,Es Teh,Minuman,1.0,Rp5.000,Rp5.000
TRX0976,2026-02-20,Burger,Lain-lain,5.0,Rp28.000,Rp140.000
TRX0977,2026-04-01,Seblak,Lain-lain,5.0,Rp14.000,Rp70.000
TRX0978,2026-01-21,Es Teh,Minuman,5.0,Rp5.000,Rp25.000
TRX0979,2026-02-07,Ayam Geprek,Lain-lain,3.0,Rp22.000,Rp66.000
TRX0980,2026-04-14,Mie Ayam,Makanan,1.0,Rp15.000,Rp15.000
TRX0981,2026-02-28,Seblak,Lain-lain,3.0,Rp14.000,Rp42.000
TRX0982,2026-04-12,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0983,2026-05-14,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0984,2026-01-06,Ayam Geprek,Lain-lain,2.0,Rp22.000,Rp44.000
TRX0985,2026-02-23,Ayam Geprek,Lain-lain,4.0,Rp22.000,Rp88.000
TRX0986,2026-01-17,Es Jeruk,Lain-lain,5.0,Rp7.000,Rp35.000
TRX0987,2026-04-12,Kopi Susu,Minuman,1.0,Rp18.000,Rp18.000
TRX0988,2026-02-09,Mie Ayam,Makanan,4.0,Rp15.000,Rp60.000
TRX0989,2026-03-05,Sate Ayam,Lain-lain,4.0,Rp25.000,Rp100.000
TRX0990,2026-05-15,Ayam Geprek,Lain-lain,1.0,Rp22.000,Rp22.000
TRX0991,2026-03-25,Es Jeruk,Lain-lain,4.0,Rp7.000,Rp28.000
TRX0992,2026-04-24,Ayam Geprek,Lain-lain,5.0,Rp22.000,Rp110.000
TRX0993,2026-04-27,Burger,Lain-lain,4.0,Rp28.000,Rp112.000
TRX0994,2026-05-04,Kopi Susu,Minuman,2.0,Rp18.000,Rp36.000
TRX0995,2026-03-20,Seblak,Lain-lain,4.0,Rp14.000,Rp56.000
TRX0996,2026-03-19,Nasi Goreng,Makanan,1.0,Rp18.000,Rp18.000
TRX0997,2026-03-15,Es Jeruk,Lain-lain,5.0,Rp7.000,Rp35.000
TRX0998,2026-05-03,Sate Ayam,Lain-lain,1.0,Rp25.000,Rp25.000
TRX0999,2026-03-01,Nasi Goreng,Makanan,5.0,Rp18.000,Rp90.000
TRX1000,2026-04-16,Kopi Susu,Minuman,4.0,Rp18.000,Rp72.000
TRP0001,2026-01-14,Angkot,Transportasi,1.0,Rp7.000,Rp7.000
TRP0002,2026-01-28,Bus,Transportasi,4.0,Rp15.000,Rp60.000
TRP0003,2026-01-14,Ojek Online,Transportasi,2.0,Rp25.000,Rp50.000
TRP0004,2026-03-27,Taksi Online,Transportasi,2.0,Rp55.000,Rp110.000
TRP0005,2026-01-23,Kapal Ferry,Lain-lain,4.0,Rp65.000,Rp260.000
TRP0006,2026-03-22,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0007,2026-02-06,Ojek Online,Transportasi,1.0,Rp25.000,Rp25.000
TRP0008,2026-05-27,Travel,Transportasi,3.0,Rp85.000,Rp255.000
TRP0009,2026-03-20,MRT,Lain-lain,4.0,Rp14.000,Rp56.000
TRP0010,2026-05-15,Kapal Ferry,Lain-lain,3.0,Rp65.000,Rp195.000
TRP0011,2026-05-12,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0012,2026-05-11,Bus,Transportasi,2.0,Rp15.000,Rp30.000
TRP0013,2026-03-09,Ojek Online,Transportasi,3.0,Rp25.000,Rp75.000
TRP0014,2026-04-11,Kereta,Transportasi,4.0,Rp45.000,Rp180.000
TRP0015,2026-03-28,Bus,Transportasi,2.0,Rp15.000,Rp30.000
TRP0016,2026-01-04,MRT,Lain-lain,2.0,Rp14.000,Rp28.000
TRP0017,2026-05-09,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0018,2026-05-20,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0019,2026-04-24,LRT,Transportasi,4.0,Rp12.000,Rp48.000
TRP0020,2026-02-04,Travel,Transportasi,2.0,Rp85.000,Rp170.000
TRP0021,2026-04-01,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
TRP0022,2026-01-28,Kapal Ferry,Lain-lain,1.0,Rp65.000,Rp65.000
TRP0023,2026-01-22,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0024,2026-05-20,LRT,Transportasi,1.0,Rp12.000,Rp12.000
TRP0025,2026-05-01,Bus,Transportasi,3.0,Rp15.000,Rp45.000
TRP0026,2026-01-07,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0027,2026-04-06,Taksi Online,Transportasi,1.0,Rp55.000,Rp55.000
TRP0028,2026-04-10,Pesawat,Lain-lain,3.0,Rp750.000,Rp2.250.000
TRP0029,2026-04-10,MRT,Lain-lain,2.0,Rp14.000,Rp28.000
TRP0030,2026-01-31,Ojek Online,Transportasi,4.0,Rp25.000,Rp100.000
TRP0031,2026-02-04,Travel,Transportasi,1.0,Rp85.000,Rp85.000
TRP0032,2026-04-26,Angkot,Transportasi,4.0,Rp7.000,Rp28.000
